ID,Package,CWE,CVE,Date,Disclosed_Date,Platform,Version Range,GitHub URL,Source
GHSA-vp58-j275-797x,better-auth,CWE-601,,24 Feb 2025,,NPM,"[0,1.1.21)",'url': 'https://github.com/better-auth/better-auth'},Git
GHSA-v4q9-437p-mhpg,leantime/leantime,CWE-79,,21 Feb 2025,,Composer,"[0,3.3)",'url': 'https://github.com/Leantime/leantime'}],Git
GHSA-v83q-83hj-rw38,ntpd,CWE-369,,28 Feb 2025,,Crates,"[0,1.5.0)",https://github.com/pendulum-project/ntpd-rs,Git
GHSA-vj7w-3m8c-6vpx,github.com/drakkan/sftpgo/v2,CWE-78,CVE-2025-24366,7 Feb 2025,,Go,"[0.9.5,2.6.5)[0,1.2.2]",https://github.com/drakkan/sftpgo,Git
GHSA-rmvr-2pp2-xj38,@octokit/request,CWE-1333,CVE-2025-25290,14 Feb 2025,,NPM,"[9.0.0-beta.1,9.2.1)[1.0.0,8.4.1)",,Git
GHSA-r95j-4jvf-mrrw,mongosh,CWE-150,CVE-2025-1693,27 Feb 2025,,NPM,"[0,2.3.9)",'url': 'https://github.com/mongodb-js/mongosh'},Git
GHSA-qm2p-4w45-v2vr,grcov,CWE-787,,10 Feb 2025,,Crates,"[0,0.8.20)",https://github.com/mozilla/grcov,Git
GHSA-qv5f-57gw-vx3h,OPCFoundation.NetStandard.Opc.Ua,CWE-208,,10 Feb 2025,,NuGet,"[0,1.5.374.158)",,Git
GHSA-r385-c5fc-x56c,@perfood/couch-auth,CWE-1336,CVE-2024-57177,10 Feb 2025,,NPM,"[0,0.21.2]",,Git
GHSA-q5j8-9m9g-x2jh,module-from-string,CWE-1321,CVE-2024-57072,6 Feb 2025,,NPM,"[0,3.3.1]",'url': 'https://github.com/exuanbo/module-from-string'}],Git
GHSA-mrqp-q7vx-v2cx,com.instaclustr:cassandra-lucene-index-plugin,CWE-288,CVE-2025-26511,13 Feb 2025,,Maven,"[4.0-rc1-1.0.0,4.0.17-1.0.0)[4.1.0-1.0.0,4.1.8-1.0.1)",https://github.com/instaclustr/cassandra-lucene-index,Git
GHSA-mx2j-7cmv-353c,cosmwasm-vm,,,4 Feb 2025,,Crates,"[2.2.0,2.2.1)[2.2.0][2.1.0,2.1.6)[2.0.0,2.0.9)[0,1.5.10)[0.1.0,1.5.8)[2.2.0,2.2.2)[2.1.0,2.1.5)[2.0.0,2.0.6)[0,0.0.0-20250204093451-1f4db20199b8)[0,2.0.0-20250204103256-d62c3b826a9d)[1.5.8-0,1.5.8-0.20250204093451-1f4db20199b8)[2.0.6-0,2.0.6-0.20250204103256-d62c3b826a9d)",https://github.com/CosmWasm/cosmwasm,Git
GHSA-pc47-g7gv-4gpw,@rpldy/uploader,CWE-1321,CVE-2024-57082,6 Feb 2025,,NPM,"[0,1.9.1)",,Git
GHSA-m3pm-rpgg-5wj6,homeassistant,CWE-347,CVE-2025-25305,18 Feb 2025,,PyPI,"[0,2024.1.6)",,Git
GHSA-j3mm-wmfm-mwvh,@ckeditor/ckeditor5-real-time-collaboration,CWE-79,CVE-2025-25299,20 Feb 2025,,NPM,"[41.3.0,44.2.1)[42.0.0,44.2.1)",https://github.com/ckeditor/ckeditor5,Git
GHSA-j82m-pc2v-2484,@nuxtjs/mdc,CWE-79,CVE-2025-24981,6 Feb 2025,,NPM,"[0,0.13.3)",https://github.com/nuxt-modules/mdc,Git
GHSA-jg6f-48ff-5xrw,github.com/cosmos/ibc-go,CWE-502,,28 Feb 2025,,Go,"[0,[0,[0,[0,[0,[0,[0,7.9.2)[0,8.6.1)",https://github.com/cosmos/ibc-go,Git
GHSA-h5c3-5r3r-rr8q,@octokit/plugin-paginate-rest,CWE-1333,CVE-2025-25288,14 Feb 2025,,NPM,"[9.3.0-beta.1,11.4.1)[1.0.0,9.2.2)",,Git
GHSA-h6w8-27ph-c385,leantime/leantime,CWE-522,,21 Feb 2025,,Composer,"[0,3.3)",'url': 'https://github.com/Leantime/leantime'}],Git
GHSA-h7h7-6mx3-r89v,fyrox-core,,,14 Feb 2025,,Crates,"[0.28.1,0.36)",https://github.com/FyroxEngine/Fyrox,Git
GHSA-hjpm-7mrm-26w8,better-auth,CWE-601,CVE-2025-27143,24 Feb 2025,,NPM,"[0,1.1.20)",'url': 'https://github.com/better-auth/better-auth'},Git
GHSA-hw62-58pr-7wc5,dom-expressions,CWE-116,CVE-2025-27108,25 Feb 2025,,NPM,"[0,0.39.5)",'url': 'https://github.com/ryansolid/dom-expressions'}],Git
GHSA-ggv3-vmgw-xv2q,@tanstack/form-core,CWE-732,CVE-2024-57068,6 Feb 2025,,NPM,"[0,0.42.1)",https://github.com/TanStack/form,Git
GHSA-gvwq-6fmx-28xm,node-opcua-alarm-condition,CWE-1321,CVE-2024-57086,6 Feb 2025,,NPM,"[0,2.137.0)",https://github.com/node-opcua/node-opcua,Git
GHSA-f8qm-hmm3-fv7f,namada-apps,CWE-770,,20 Feb 2025,,Crates,"[1.0.0,1.1.0)[1.0.0]",https://github.com/anoma/namada,Git
GHSA-ffvr-gmp3-xx43,org.apache.eventmesh:eventmesh-meta-raft,CWE-502,CVE-2024-56180,14 Feb 2025,,Maven,"[1.10.1,1.11.0)",,Git
GHSA-fg4m-w35q-vfg2,@zag-js/core,CWE-1321,CVE-2024-57079,6 Feb 2025,,NPM,"[0,0.82.2)",https://github.com/chakra-ui/zag,Git
GHSA-c7w4-9wv8-7x7c,github.com/clidey/whodb/core,CWE-943,CVE-2025-24787,6 Feb 2025,,Go,"[0,0.0.0-20250127202645-8d67b767e005)",https://github.com/clidey/whodb,Git
GHSA-cpfx-964w-4jvp,@sap/approuter,CWE-601,CVE-2025-24876,11 Feb 2025,,NPM,"[2.6.1,16.7.2)",,Git
GHSA-f5w3-73h4-jpcm,mongosh,CWE-426,CVE-2025-1756,27 Feb 2025,,NPM,"[0,2.3.0)",'url': 'https://github.com/mongodb-js/mongosh'},Git
GHSA-9r4c-jwx3-3j76,github.com/clidey/whodb/core,CWE-22,CVE-2025-24786,6 Feb 2025,,Go,"[0,0.0.0-20250127172032-547336ac73c8)",https://github.com/clidey/whodb,Git
GHSA-9x4v-xfq5-m8x5,better-auth,CWE-79,,5 Feb 2025,,NPM,"[0.0.2,1.1.16)",'url': 'https://github.com/better-auth/better-auth'},Git
GHSA-c2p2-hgjg-9r3f,islandora/crayfish,CWE-150,,12 Feb 2025,,Composer,"[0,4.0.0]",https://github.com/Islandora/Crayfish,Git
GHSA-973h-3x6p-qg37,mongosh,CWE-150,CVE-2025-1692,27 Feb 2025,,NPM,"[0,2.3.9)",'url': 'https://github.com/mongodb-js/mongosh'},Git
GHSA-99vm-5v2h-h6r6,directus,CWE-863,CVE-2025-27089,19 Feb 2025,,NPM,"[11.0.0,11.1.2)[22.0.0,23.1.0)",'url': 'https://github.com/directus/directus'},Git
GHSA-9crc-q9x8-hgqq,vitest,CWE-1385,CVE-2025-24964,4 Feb 2025,,NPM,"[1.0.0,1.6.1)[2.0.0,2.1.9)[3.0.0,3.0.5)[0,0.0.125]",https://github.com/vitest-dev/vitest,Git
GHSA-9gff-5v8w-x922,docsgpt,CWE-77,CVE-2025-0868,20 Feb 2025,,NPM,"[0.8.1,0.12.0]",'url': 'https://github.com/arc53/DocsGPT'},Git
GHSA-9j5q-479x-43g2,@stryker-mutator/util,CWE-1321,CVE-2024-57085,6 Feb 2025,,NPM,"[0,8.7.1)",,Git
GHSA-8gvc-j273-4wm5,@vitest/browser,CWE-22,CVE-2025-24963,4 Feb 2025,,NPM,"[2.0.4,2.1.9)[3.0.0,3.0.4)",https://github.com/vitest-dev/vitest,Git
GHSA-8rgj-285w-qcq4,@coinbase/wallet-sdk,,,10 Feb 2025,,NPM,"[4.0,4.3.0)",,Git
GHSA-92xh-6x7v-4rmq,leantime/leantime,CWE-352,,21 Feb 2025,,Composer,"[0,3.1.2)",'url': 'https://github.com/Leantime/leantime'}],Git
GHSA-7wwr-h8cm-9jf7,OPCFoundation.NetStandard.Opc.Ua,CWE-290,,10 Feb 2025,,NuGet,"[0,1.5.374.158)",,Git
GHSA-7qgg-vw88-cc99,utils-extend,CWE-1321,CVE-2024-57077,6 Feb 2025,,NPM,"[0,1.0.8]",'url': 'https://github.com/douzi8/utils-extend'}],Git
GHSA-76p7-773f-r4q5,serialize-javascript,CWE-79,CVE-2024-11831,10 Feb 2025,,NPM,"[6.0.0,6.0.2)",https://github.com/yahoo/serialize-javascript,Git
GHSA-7723-35v7-qcxw,activitypub_federation,CWE-918,CVE-2025-25194,10 Feb 2025,,Crates,"[0,0.6.2]",,Git
GHSA-79h2-v6hh-wq23,@ndhoule/defaults,CWE-1321,CVE-2024-57066,6 Feb 2025,,NPM,"[0,2.0.1]",,Git
GHSA-63cr-xg3f-8jvr,leantime/leantime,CWE-79,,21 Feb 2025,,Composer,"[0,3.1.4]",'url': 'https://github.com/Leantime/leantime'},Git
GHSA-67mh-4wv8-2f99,esbuild,CWE-346,,10 Feb 2025,,NPM,"[0,0.25.0)",'url': 'https://github.com/evanw/esbuild'}],Git
GHSA-6fgm-x6ff-w78f,github.com/cosmos/ibc-apps/middleware/packet-forward-middleware/v7,,,12 Feb 2025,,Go,"[0,7.2.1)[0,8.1.1)[0,[0,[0,",https://github.com/cosmos/ibc-apps,Git
GHSA-5mvm-89c9-9gm5,matrix-appservice-irc,CWE-77,CVE-2025-27146,25 Feb 2025,,NPM,"[0,3.0.4)",'url': 'https://github.com/matrix-org/matrix-appservice-irc'}],Git
GHSA-5mwf-688x-mr7x,nokogiri,CWE-1395,,19 Feb 2025,,RubyGems,"[0,1.18.3)",'url': 'https://github.com/sparklemotion/nokogiri'}],Git
GHSA-5pmw-9j92-3c4c,openh264-sys2,CWE-122,,24 Feb 2025,,Crates,"[0,0.8.0)",https://github.com/cisco/openh264,Git
GHSA-5v93-9mqw-p9mh,orml-rewards,CWE-248,,14 Feb 2025,,Crates,"[0,1.2.1)",,Git
GHSA-38h4-fx85-qcx7,Exiv2,CWE-416,CVE-2025-26623,21 Feb 2025,,PyPI,"[0.28.0,0.28.5)",https://github.com/jim-easterbrook/python-exiv2,Git
GHSA-3hfj-qcvj-4hx8,leantime/leantime,CWE-862,,21 Feb 2025,,Composer,"[0,3.3)",'url': 'https://github.com/Leantime/leantime'}],Git
GHSA-3qxh-p7jc-5xh6,solid-js,CWE-116,CVE-2025-27109,25 Feb 2025,,NPM,"[0,1.9.4)",https://github.com/solidjs/solid,Git
GHSA-432c-wxpg-m4q3,xml2rfc,CWE-22,,7 Feb 2025,,PyPI,"[3.12.0,3.27.0)",'url': 'https://github.com/ietf-tools/xml2rfc'}],Git
GHSA-2gw2-qgjg-xh6p,namada-apps,CWE-248,,20 Feb 2025,,Crates,"[1.0.0,1.1.0)[1.0.0]",https://github.com/anoma/namada,Git
GHSA-23qp-3c2m-xx6w,github.com/CosmWasm/wasmvm,CWE-476,,4 Feb 2025,,Go,"[0,1.5.8)[2.0.0,2.0.6)[2.1.0,2.1.5)[2.2.0,2.2.2)",'url': 'https://github.com/CosmWasm/wasmvm'},Git
GHSA-x2j8-vjg7-386r,dolibarr/dolibarr,CWE-79,CVE-2024-55228,27 Jan 2025,,Composer,[21.0.0-beta],https://github.com/Dolibarr/dolibarr,Git
GHSA-x7m9-mv49-fv73,vaultwarden,CWE-276,CVE-2024-55225,9 Jan 2025,,Crates,"[0,1.32.5)",'url': 'https://github.com/dani-garcia/vaultwarden'},Git
GHSA-xfhv-wqj6-rx99,snowflake-sdk,CWE-281,CVE-2025-24791,29 Jan 2025,,NPM,"[1.12.0,2.0.2)",,Git
GHSA-w5hq-hm5m-4548,store2,CWE-79,CVE-2024-57556,24 Jan 2025,,NPM,"[0,2.14.4)",https://github.com/nbubna/store,Git
GHSA-w6xh-c82w-h997,github.com/mattermost/mattermost/server/v8,CWE-1287,CVE-2025-20621,16 Jan 2025,,Go,"[10.2.0,10.2.1)[10.1.0,10.1.4)[10.0.0,10.0.4)[9.11.0,9.11.6)[0,8.0.0-20241127161322-25ff7a3779a5)",,Git
GHSA-vprm-27pv-jp3w,vaultwarden,CWE-79,CVE-2024-55226,9 Jan 2025,,Crates,"[0,1.32.5)",'url': 'https://github.com/dani-garcia/vaultwarden'},Git
GHSA-vpxm-cr3r-pjp9,org.openmrs:openmrs,CWE-209,,30 Jan 2025,,Maven,"[0,2.6.11)[0,1.21.0)[0,4.14.0)[0,2.19.0)[0,3.6.0)[0,3.0.8)",,Git
GHSA-vqr3-vrrg-f3jh,nodebb,CWE-79,CVE-2024-57041,24 Jan 2025,,NPM,"[0,3.11.1)",'url': 'https://github.com/NodeBB/NodeBB'},Git
GHSA-vp47-9734-prjw,asteval,CWE-367,,23 Jan 2025,,PyPI,"[0,1.0.6)",'url': 'https://github.com/lmfit/asteval'}],Git
GHSA-v34r-vj4r-38j6,github.com/updatecli/updatecli,CWE-359,CVE-2025-24355,24 Jan 2025,,Go,"[0,0.93.0)",https://github.com/updatecli/updatecli,Git
GHSA-v4mq-x674-ff73,aws-cdk-lib,CWE-347,CVE-2025-23206,17 Jan 2025,,NPM,"[0,2.177.0)",https://github.com/aws/aws-cdk,Git
GHSA-vc2m-hw89-qjxf,github.com/t2bot/matrix-media-repo,CWE-770,CVE-2024-36403,16 Jan 2025,,Go,"[0,1.3.5)",https://github.com/t2bot/matrix-media-repo,Git
GHSA-r5w7-f542-q2j4,@sentry/node,CWE-774,,28 Jan 2025,,NPM,"[8.10.0,8.49.0)[8.10.0,8.49.0)[8.10.0,8.49.0)[8.10.0,8.49.0)[8.10.0,8.49.0)[8.10.0,8.49.0)[8.10.0,8.49.0)[8.10.0,8.49.0)[8.10.0,8.49.0)[8.10.0,8.49.0)[8.10.0,8.49.0)",,Git
GHSA-r6jg-jfv6-2fjv,github.com/t2bot/matrix-media-repo,CWE-918,CVE-2024-52602,16 Jan 2025,,Go,"[0,1.3.8)",https://github.com/t2bot/matrix-media-repo,Git
GHSA-rcxc-wjgw-579r,github.com/t2bot/matrix-media-repo,CWE-434,CVE-2024-56515,16 Jan 2025,,Go,"[0,1.3.8)",https://github.com/t2bot/matrix-media-repo,Git
GHSA-qwj6-q94f-8425,mathlive,CWE-116,CVE-2025-29049,21 Jan 2025,,NPM,"[0,0.104.0)",https://github.com/arnog/mathlive,Git
GHSA-mqf3-qpc3-g26q,silverstripe/framework,CWE-79,,14 Jan 2025,,Composer,"[0,5.3.8)",,Git
GHSA-m9c9-mc2h-9wjw,@lodestar/reqresp,CWE-354,,14 Jan 2025,,NPM,"[0,1.25.0)",https://github.com/ChainSafe/lodestar,Git
GHSA-mfx6-jvw8-53fm,redaxo/redaxo,CWE-79,,9 Jan 2025,,Composer,"[5.12.0-beta1,5.18.2)",,Git
GHSA-mgr7-5782-6jh9,Umbraco.Headless.Client.Net,CWE-1395,,13 Jan 2025,,NuGet,"[0,1.5.0)",https://github.com/umbraco/Umbraco.Headless.Client.Net,Git
GHSA-mm6v-68qp-f9fw,islandora/crayfish,CWE-150,CVE-2025-25286,15 Jan 2025,,Composer,"[0,4.1.0)",https://github.com/Islandora/Crayfish,Git
GHSA-jqcp-xc3v-f446,fast-float2,,,29 Jan 2025,,Crates,"[0,0.2.2)",,Git
GHSA-m78c-qx99-mvw9,getgrav/grav,CWE-79,CVE-2024-35498,6 Jan 2025,,Composer,"[0,1.7.45]",'url': 'https://github.com/getgrav/grav'},Git
GHSA-j777-63hf-hx76,github.com/envoyproxy/gateway,CWE-419,CVE-2025-24030,23 Jan 2025,,Go,"[0,1.2.6)",https://github.com/envoyproxy/gateway,Git
GHSA-j2hp-6m75-v4j4,github.com/imgproxy/imgproxy,CWE-918,CVE-2025-24354,27 Jan 2025,,Go,"[0,3.27.2)",'url': 'https://github.com/imgproxy/imgproxy'}],Git
GHSA-hp5j-2585-qx6g,github.com/cri-o/cri-o,CWE-22,CVE-2025-0750,28 Jan 2025,,Go,"[0,1.33.0]",'url': 'https://github.com/cri-o/cri-o'}],Git
GHSA-gp86-q8hg-fpxj,github.com/t2bot/matrix-media-repo,CWE-789,CVE-2024-52791,16 Jan 2025,,Go,"[0,1.3.8)",https://github.com/t2bot/matrix-media-repo,Git
GHSA-gvvw-rr8m-fj76,uniapi,,,27 Jan 2025,,PyPI,[1.0.7],,Git
GHSA-g5x8-v2ch-gj2g,vaultwarden,CWE-79,CVE-2024-55224,9 Jan 2025,,Crates,"[0,1.32.5)",'url': 'https://github.com/dani-garcia/vaultwarden'},Git
GHSA-cjgq-5qmw-rcj6,keras,CWE-22,CVE-2024-55459,8 Jan 2025,,PyPI,"[0,3.7.0]",'url': 'https://github.com/keras-team/keras'},Git
GHSA-fc89-jghx-8pvg,github.com/kubewarden/kubewarden-controller,CWE-155,CVE-2025-24376,30 Jan 2025,,Go,"[1.7.0,1.21.0)",'url': 'https://github.com/kubewarden/kubewarden-controller'},Git
GHSA-c873-wfhp-wx5m,sp1-stark,,,15 Jan 2025,,Crates,"[0,4.0.0)",https://github.com/succinctlabs/sp1,Git
GHSA-9m5p-c77c-f9j7,github.com/cilium/cilium,CWE-770,CVE-2025-23028,22 Jan 2025,,Go,"[1.14.0,1.14.18)[1.15.0,1.15.12)[1.16.0,1.16.5)",'url': 'https://github.com/cilium/cilium'}],Git
GHSA-9qrm-48qf-r2rw,directus,,,23 Jan 2025,,NPM,"[0,11.3.3)",'url': 'https://github.com/directus/directus'}],Git
GHSA-c59p-wq67-24wx,@fedify/fedify,CWE-835,CVE-2025-23221,21 Jan 2025,,NPM,"[1.0.13,1.0.14)[1.0.13][1.1.10,1.1.11)[1.1.10][1.2.10,1.2.11)[1.2.10][1.3.3,1.3.4)[1.3.3]",https://github.com/dahlia/fedify,Git
GHSA-95m2-chm4-mq7m,netcarver/textile,CWE-79,,7 Jan 2025,,Composer,"[0,4.1.3)",,Git
GHSA-8fx8-pffw-w498,github.com/siyuan-note/siyuan/kernel,CWE-459,CVE-2025-21609,3 Jan 2025,,Go,"[0,",https://github.com/siyuan-note/siyuan,Git
GHSA-7rgp-4j56-fm79,github.com/mattermost/mattermost/server/v8,CWE-754,CVE-2025-22445,9 Jan 2025,,Go,"[10.0,10.3.0)[0,8.0.0-20250102081831-64c566a8280b)",,Git
GHSA-788m-27g4-cf86,org.silverpeas.core:silverpeas-core,CWE-79,CVE-2024-56923,22 Jan 2025,,Maven,"[6.3.1,6.4.2)",https://github.com/Silverpeas/Silverpeas-Core,Git
GHSA-7m27-7ghc-44w9,next,CWE-770,CVE-2024-56332,3 Jan 2025,,NPM,"[13.0.0,13.5.8)[14.0.0,14.2.21)[15.0.0,15.1.2)",'url': 'https://github.com/vercel/next.js'}],Git
GHSA-6fx8-h7jm-663j,parse-uri,CWE-1333,CVE-2024-36751,16 Jan 2025,,NPM,"[0,1.0.9][0,",https://github.com/Kikobeats/parse-uri,Git
GHSA-6wxm-mpqj-6jpf,github.com/golang/glog,CWE-377,CVE-2024-45339,28 Jan 2025,,Go,"[0,1.2.4)",'url': 'https://github.com/golang/glog'},Git
GHSA-5wjw-h8x5-v65m,org.jboss.hal:hal-console,CWE-79,,14 Jan 2025,,Maven,"[0,3.7.7.Final]",,Git
GHSA-5wjw-qjhm-v43h,files.photo.gallery,CWE-77,CVE-2024-53615,30 Jan 2025,,NPM,"[0.3.0,0.11.0]",'url': 'https://github.com/mjau-mjau/files.photo.gallery'}],Git
GHSA-675f-rq2r-jw82,github.com/MicahParks/jwkset,CWE-672,CVE-2025-22149,9 Jan 2025,,Go,"[0.5.0,0.6.0)",https://github.com/MicahParks/jwkset,Git
GHSA-4gf7-ff8x-hq99,@nuxt/webpack-builder,CWE-749,CVE-2025-24361,27 Jan 2025,,NPM,"[3.0.0,3.15.3)[3.12.2,3.15.3)",https://github.com/nuxt/nuxt,Git
GHSA-4x6x-8rm8-c37j,starcitizentools/tabber-neue,CWE-79,CVE-2025-21612,6 Jan 2025,,Composer,"[1.9.1,2.7.2)",,Git
GHSA-3qc3-mx6x-267h,github.com/writefreely/writefreely,CWE-281,CVE-2025-24337,20 Jan 2025,,Go,"[0,0.15.1]",'url': 'https://github.com/writefreely/writefreely'},Git
GHSA-2p95-8xvm-2pjx,redaxo/source,CWE-79,CVE-2024-46209,6 Jan 2025,,Composer,"[0,5.17.1]",,Git
GHSA-2r2v-9pf8-6342,github.com/h44z/wg-portal,,,7 Jan 2025,,Go,"[2.0.0-alpha.1,2.0.0-alpha.3)",'url': 'https://github.com/h44z/wg-portal'}],Git
GHSA-2v3r-gvq5-qqgh,dolibarr/dolibarr,CWE-79,CVE-2024-55227,27 Jan 2025,,Composer,[21.0.0-beta],https://github.com/Dolibarr/dolibarr,Git
GHSA-27c6-mcxv-x3fh,@fastify/multipart,CWE-770,CVE-2025-24033,23 Jan 2025,,NPM,"[0,8.3.1)[9.0.0,9.0.3)",,Git
GHSA-29qp-crvh-w22m,github.com/hashicorp/yamux,CWE-770,,29 Jan 2025,,Go,"[0.1.0,0.1.2]",https://github.com/hashicorp/yamux,Git
GHSA-2c6g-pfx3-w7h8,org.jboss.resteasy:resteasy-core,CWE-378,CVE-2023-0482,15 Jan 2025,,Maven,"[6.0.0.Beta1,6.2.3.Final)[5.0.0.Alpha1,5.0.6.Final)[4.0.0.Beta1,4.7.8.Final)[6.0.0.Beta1,6.2.3.Final)[5.0.0.Alpha1,5.0.6.Final)[4.0.0.Beta1,4.7.8.Final)[0,3.15.5.Final)[0,3.15.5.Final)",https://github.com/orgs/resteasy,Git
GHSA-274v-mgcv-cm8j,github.com/argoproj/gitops-engine,,,30 Jan 2025,,Go,"[0.7.2,0.7.3][0,0.7.1-0.20250129155113-4c6e03c463141)",https://github.com/argoproj/gitops-engine,Git
GHSA-xv8h-43h9-v3jq,feehi/feehicms,CWE-79,CVE-2022-40373,15 Dec 2022,,Composer,"[0,2.1.1]",https://github.com/liufee/cms,Git
GHSA-x9p9-v3x6-68mq,github.com/usememos/memos,CWE-79,CVE-2022-4866,31 Dec 2022,,Go,"[0,0.9.1)",'url': 'https://github.com/usememos/memos'},Git
GHSA-xj33-8r43-r227,concrete5/concrete5,CWE-79,CVE-2022-43556,6 Dec 2022,,Composer,"[0,8.5.10)[9.0.0,9.1.3)",,Git
GHSA-vxwf-79ch-f7f7,baserproject/basercms,CWE-79,CVE-2022-41994,7 Dec 2022,,Composer,"[0,4.7.2)",'url': 'https://github.com/baserproject/basercms'},Git
GHSA-v92p-phmp-xffr,github.com/usememos/memos,CWE-79,CVE-2022-4694,27 Dec 2022,,Go,"[0,0.9.0)",'url': 'https://github.com/usememos/memos'},Git
GHSA-vc9x-gmmr-p7jj,@claviska/jquery-minicolors,CWE-79,CVE-2021-4243,12 Dec 2022,,NPM,"[0,2.3.6)",https://github.com/claviska/jquery-minicolors,Git
GHSA-vh43-cc6x-prpr,github.com/usememos/memos,CWE-940,CVE-2022-4848,29 Dec 2022,,Go,"[0,0.9.1)",'url': 'https://github.com/usememos/memos'},Git
GHSA-rjf6-wj7r-5fj2,thorsten/phpmyfaq,CWE-79,CVE-2022-4408,11 Dec 2022,,Composer,"[0,3.1.9)",'url': 'https://github.com/thorsten/phpmyfaq'},Git
GHSA-rmhx-9h5h-3xh3,github.com/usememos/memos,CWE-79,CVE-2022-4841,29 Dec 2022,,Go,"[0,0.9.1)",'url': 'https://github.com/usememos/memos'},Git
GHSA-pwh3-3pcm-6vjh,feehi/feehicms,CWE-79,CVE-2020-20589,15 Dec 2022,,Composer,"[0,2.0.8]",https://github.com/liufee/cms,Git
GHSA-pwhr-p68w-296x,github.com/usememos/memos,CWE-79,CVE-2022-4840,29 Dec 2022,,Go,"[0,0.9.1)",'url': 'https://github.com/usememos/memos'},Git
GHSA-q7jc-v6f2-q9jr,resque-scheduler,CWE-79,,13 Dec 2022,,RubyGems,"[1.27.4,4.10.2)",,Git
GHSA-q99p-78hp-xg5c,graphite-web,CWE-79,CVE-2022-4729,27 Dec 2022,,PyPI,"[0,1.1.10]",'url': 'https://github.com/graphite-project/graphite-web'},Git
GHSA-mq5q-gpgv-pwxw,github.com/usememos/memos,CWE-648,CVE-2022-4805,28 Dec 2022,,Go,"[0,0.9.1)",'url': 'https://github.com/usememos/memos'},Git
GHSA-m973-4vpc-x43c,graphite-web,CWE-79,CVE-2022-4730,27 Dec 2022,,PyPI,"[0,1.1.10]",'url': 'https://github.com/graphite-project/graphite-web'},Git
GHSA-mfvq-m3jj-8864,github.com/usememos/memos,CWE-940,CVE-2022-4800,28 Dec 2022,,Go,"[0,0.9.1)",'url': 'https://github.com/usememos/memos'},Git
GHSA-m54v-gv8p-9pqp,feehi/feehicms,CWE-79,CVE-2021-36572,15 Dec 2022,,Composer,"[0,2.1.1]",https://github.com/liufee/cms,Git
GHSA-hc37-84v3-8gmq,ubi-reader,CWE-22,CVE-2022-4572,17 Dec 2022,,PyPI,"[0,0.8.5)",,Git
GHSA-ghx2-6v4g-9wmm,github.com/usememos/memos,CWE-648,CVE-2022-4796,28 Dec 2022,,Go,"[0,0.9.1)",'url': 'https://github.com/usememos/memos'},Git
GHSA-gqgq-784q-v9xp,feehi/feehicms,CWE-79,CVE-2022-40001,15 Dec 2022,,Composer,"[0,2.1.1]",https://github.com/liufee/cms,Git
GHSA-grr4-wv38-f68w,org.codehaus.jettison:jettison,CWE-787,CVE-2022-45693,13 Dec 2022,,Maven,"[0,1.5.2)",https://github.com/jettison-json/jettison,Git
GHSA-gw9m-2m5v-c6x5,github.com/usememos/memos,CWE-352,CVE-2022-4845,29 Dec 2022,,Go,"[0,0.9.1)",'url': 'https://github.com/usememos/memos'},Git
GHSA-gxqf-4g4p-q3hc,github.com/usememos/memos,CWE-79,CVE-2022-4839,29 Dec 2022,,Go,"[0,0.9.1)",'url': 'https://github.com/usememos/memos'},Git
GHSA-cwrm-33qq-4w2x,github.com/usememos/memos,CWE-352,CVE-2022-4846,29 Dec 2022,,Go,"[0,0.9.0]",'url': 'https://github.com/usememos/memos'},Git
GHSA-f552-97qx-c694,github.com/usememos/memos,CWE-79,CVE-2022-4692,23 Dec 2022,,Go,"[0,0.9.0)",'url': 'https://github.com/usememos/memos'},Git
GHSA-f83p-pg86-p922,github.com/usememos/memos,CWE-1220,CVE-2022-4801,28 Dec 2022,,Go,"[0,0.9.1)",'url': 'https://github.com/usememos/memos'},Git
GHSA-c5hq-35h7-r9x4,github.com/usememos/memos,CWE-352,CVE-2022-4850,29 Dec 2022,,Go,"[0,0.9.0]",'url': 'https://github.com/usememos/memos'},Git
GHSA-c8jh-vcjh-fx2w,github.com/usememos/memos,CWE-79,CVE-2022-4690,23 Dec 2022,,Go,"[0,0.9.0)",'url': 'https://github.com/usememos/memos'},Git
GHSA-cp9c-phxx-55xm,thorsten/phpmyfaq,CWE-79,CVE-2022-4407,11 Dec 2022,,Composer,"[0,3.1.9)",'url': 'https://github.com/thorsten/phpmyfaq'},Git
GHSA-9cmm-52cv-6hvc,microweber/microweber,CWE-79,CVE-2022-4647,22 Dec 2022,,Composer,"[0,1.3.1]",'url': 'https://github.com/microweber/microweber'},Git
GHSA-c2v4-8r9g-g5xj,github.com/usememos/memos,CWE-79,CVE-2022-4695,27 Dec 2022,,Go,"[0,0.9.0)",'url': 'https://github.com/usememos/memos'},Git
GHSA-8vjp-hfgh-68rj,feehi/feehicms,CWE-79,CVE-2022-40000,15 Dec 2022,,Composer,"[0,2.1.1]",https://github.com/liufee/cms,Git
GHSA-8w5q-5fpq-v4pm,github.com/usememos/memos,CWE-79,CVE-2022-4865,31 Dec 2022,,Go,"[0,0.9.1)",'url': 'https://github.com/usememos/memos'},Git
GHSA-97rc-mm5j-f6rj,github.com/usememos/memos,CWE-79,CVE-2022-4691,27 Dec 2022,,Go,"[0,0.9.0)",'url': 'https://github.com/usememos/memos'},Git
